OADB,EADB,EAWB,RH,TC,SHC,kW,airflow,SFP,BF
95,80,75,79.75271186257909,336000.0,112000.0,22.9,8750,2738.1117318435754,0.07
95,80,72,68.61710395182742,318000.0,139000.0,22.4,8750,2738.1117318435754,0.1
95,80,67,51.57236381040482,280000.0,174000.0,21.4,8750,2692.268156424581,0.11
95,80,62,36.22315701468787,256000.0,219000.0,21.0,8750,2692.268156424581,0.12
95,80,57,22.36175344552283,254000.0,254000.0,21.2,8750,2692.268156424581,0.27
105,80,75,79.75271186257909,267000.0,66000.0,23.9,5000,858.5251396648044,0.0
105,80,72,68.61710395182742,264000.0,97000.0,24.1,5000,858.5251396648044,0.02
105,80,67,51.57236381040482,229000.0,115000.0,23.1,5000,858.5251396648044,0.06
105,80,62,36.22315701468787,217000.0,153000.0,23.1,5000,858.5251396648044,0.06
105,80,57,22.36175344552283,196000.0,180000.0,22.8,5000,821.0167597765362,0.07
105,80,75,79.75271186257909,294000.0,83000.0,24.8,6250,1358.63687150838,0.01
105,80,72,68.61710395182742,279000.0,106000.0,24.5,6250,1316.9608938547487,0.06
105,80,67,51.57236381040482,253000.0,140000.0,23.9,6250,1316.9608938547487,0.08
105,80,62,36.22315701468787,231000.0,176000.0,23.4,6250,1316.9608938547487,0.08
105,80,57,22.36175344552283,212000.0,205000.0,23.2,6250,1316.9608938547487,0.15
105,80,75,79.75271186257909,293000.0,76000.0,24.4,7500,1969.1899441340781,0.04
105,80,72,68.61710395182742,278000.0,102000.0,24.1,7500,1925.4301675977654,0.08
105,80,67,51.57236381040482,254000.0,145000.0,23.6,7500,1925.4301675977654,0.09
105,80,62,36.22315701468787,228000.0,183000.0,23.1,7500,1925.4301675977654,0.12
105,80,57,22.36175344552283,222000.0,222000.0,23.4,7500,1925.4301675977654,0.22
105,80,75,79.75271186257909,309000.0,93000.0,25.1,8750,2738.1117318435754,0.09
105,80,72,68.61710395182742,293000.0,120000.0,24.6,8750,2738.1117318435754,0.12
105,80,67,51.57236381040482,267000.0,166000.0,24.0,8750,2692.268156424581,0.13
105,80,62,36.22315701468787,235000.0,201000.0,23.2,8750,2692.268156424581,0.15
105,80,57,22.36175344552283,236000.0,236000.0,23.7,8750,2692.268156424581,0.3
115,80,75,79.75271186257909,253000.0,58000.0,26.6,5000,858.5251396648044,0.0
115,80,72,68.61710395182742,245000.0,83000.0,26.9,5000,858.5251396648044,0.04
115,80,67,51.57236381040482,221000.0,112000.0,26.4,5000,858.5251396648044,0.07
115,80,62,36.22315701468787,189000.0,129000.0,25.2,5000,821.0167597765362,0.08
115,80,57,22.36175344552283,170000.0,155000.0,24.7,5000,821.0167597765362,0.11
115,80,75,79.75271186257909,259000.0,55000.0,26.7,6250,1316.9608938547487,0.02
115,80,72,68.61710395182742,252000.0,85000.0,26.7,6250,1316.9608938547487,0.08
115,80,67,51.57236381040482,223000.0,114000.0,25.9,6250,1316.9608938547487,0.1
115,80,62,36.22315701468787,201000.0,149000.0,25.5,6250,1277.3687150837986,0.1
115,80,57,22.36175344552283,184000.0,178000.0,25.1,6250,1277.3687150837986,0.18
115,80,75,79.75271186257909,268000.0,60000.0,26.9,7500,1925.4301675977654,0.06
115,80,72,68.61710395182742,255000.0,86000.0,26.6,7500,1925.4301675977654,0.1
115,80,67,51.57236381040482,244000.0,140000.0,26.7,7500,1925.4301675977654,0.12
115,80,62,36.22315701468787,211000.0,169000.0,25.7,7500,1925.4301675977654,0.12
115,80,57,22.36175344552283,196000.0,196000.0,25.3,7500,1885.8379888268157,0.24
115,80,75,79.75271186257909,276000.0,64000.0,27.1,8750,2692.268156424581,0.1
115,80,72,68.61710395182742,262000.0,93000.0,26.8,8750,2692.268156424581,0.12
115,80,67,51.57236381040482,239000.0,141000.0,26.3,8750,2692.268156424581,0.13
115,80,62,36.22315701468787,218000.0,187000.0,25.8,8750,2692.268156424581,0.15
115,80,57,22.36175344552283,220000.0,220000.0,26.3,8750,2692.268156424581,0.32
75,80,75,79.75271186257909,371000.0,136000.0,18.4,10000,3771.6759776536314,0.09
75,80,72,68.61710395182742,353000.0,166000.0,18.1,10000,3771.6759776536314,0.12
75,80,67,51.57236381040482,336000.0,229000.0,18.0,10000,3679.9888268156424,0.13
75,80,62,36.22315701468787,306000.0,276000.0,17.6,10000,3679.9888268156424,0.14
75,80,57,22.36175344552283,295000.0,295000.0,17.4,10000,3679.9888268156424,0.31
75,80,75,79.75271186257909,378000.0,142000.0,18.4,11250,4936.519553072626,0.12
75,80,72,68.61710395182742,372000.0,189000.0,18.6,11250,4936.519553072626,0.14
75,80,67,51.57236381040482,342000.0,244000.0,18.1,11250,4840.664804469274,0.14
75,80,62,36.22315701468787,313000.0,294000.0,17.7,11250,4840.664804469274,0.16
75,80,57,22.36175344552283,306000.0,306000.0,17.6,11250,4840.664804469274,0.37
75,80,75,79.75271186257909,383000.0,148000.0,18.6,12500,6286.821229050279,0.14
75,80,72,68.61710395182742,365000.0,184000.0,18.3,12500,6286.821229050279,0.15
75,80,67,51.57236381040482,348000.0,258000.0,18.2,12500,6190.966480446928,0.16
